book_title,Description,aurthor,rating
"Locke & Key, Vol. 6: Alpha & Omega","The shadows have never been darker and the end has never been closer. Turn the key and open the last door; it's time to say goodbye.

The final arc of New York Times bestselling Locke & Key comes to a thundrous and compelling conclusion.

An event not to be missed!

Collects Alpha #1-2 and Omega #1-5 .",Joe Hill,4.48
The Element: A New View of Human Capacity,"From one of the world's leading thinkers and speakers on creativity and self-fulfillment, a breakthrough book about talent, passion, and achievement The element is the point at which natural talent meets personal passion. When people arrive at the element, they feel most themselves and most inspired and achieve at their highest levels. ""The Element"" draws on the stories of a wide range of people, from ex-Beatle Paul McCartney to Matt Groening, creator of ""The Simpsons""; from Meg Ryan to Gillian Lynne, who choreographed the Broadway productions of ""Cats"" and ""The Phantom of the Opera""; and from writer Arianna Huffington to renowned physicist Richard Feynman and others, including business leaders and athletes. It explores the components of this new paradigm: The diversity of intelligence, the power of imagination and creativity, and the importance of commitment to our own capabilities.  With a wry sense of humor, Ken Robinson looks at the conditions that enable us to find ourselves in the element and those that stifle that possibility. He shows that age and occupation are no barrier, and that once we have found our path we can help others to do so as well. ""The Element"" shows the vital need to enhance creativity and innovation by thinking differently about human resources and imagination. It is also an essential strategy for transforming education, business, and communities to meet the challenges of living and succeeding in the twenty-first century.",Ken Robinson,3.86
Origin in Death,"Set in 2059 in New York City, the number-one bestselling In Death series has given fans a searing glimpse into near-future law and order. Now, as scientists work to expand the limits of technology, Detective Eve Dallas tracks the cunning, cold-blooded killer of a father and son.

A pioneer of modern reconstructive and cosmetic surgery, Dr. Wilfred B. Icove, is found dead in his office-murdered in a chillingly efficient manner: one swift stab to the heart. Struck by the immaculate condition of the crime scene, Dallas suspects a professional killing. Security disks show a stunningly beautiful woman calmly entering and leaving the building-the good doctor's final appointment.

Known as ""Dr. Perfect,"" the saintly Icove devoted his life to his family and his work. His record is clean. Too clean for Dallas. She knows he was hiding something and suspects that his son-and successor-knows what it is. Then, like father, like son, the young Dr. Icove is killed . . . with the same deadly precision.

But who is the mystery woman-and what was her relationship with the good doctors?While her husband, Roarke, works behind the scenes, Dallas follows her darkest instincts into the Icoves' pasts. What she discovers are men driven to create perfection-playing fast and loose with the laws of nature, the limits of science, and the morals of humanity.

Origin in Death proves once again the incredible appeal of Eve Dallas and the bestselling popularity of her creator. Whether writing as herself or as J. D. Robb, Nora Roberts continues to push the boundaries of suspense-and she takes delighted fans along for the ride.

 ",J.D. Robb,4.37
Empire of the Sun,"The classic, award-winning novel, made famous by Steven Spielberg's film, tells of a young boy's struggle to survive World War II in China.

Jim is separated from his parents in a world at war. To survive, he must find a deep strength greater than all the events that surround him.

Shanghai, 1941 — a city aflame from the fateful torch of Pearl Harbor. In streets full of chaos and corpses, a young British boy searches in vain for his parents. Imprisoned in a Japanese concentration camp, he is witness to the fierce white flash of Nagasaki, as the bomb bellows the end of the war...and the dawn of a blighted world.

Ballard's enduring novel of war and deprivation, internment camps and death marches, and starvation and survival is an honest coming-of-age tale set in a world thrown utterly out of joint.",J.G. Ballard,3.98
The Secret Chord,"Peeling away the myth to bring the Old Testament's King David to life in Second Iron Age Israel, Brooks traces the arc of his journey from obscurity to fame, from shepherd to soldier, from hero to traitor, from beloved king to murderous despot and into his remorseful and diminished dotage.

The Secret Chord provides new context for some of the best-known episodes of David’s life while also focusing on others, even more remarkable and emotionally intense, that have been neglected.  We see David through the eyes of those who love him or fear him—from the prophet Natan, voice of his conscience, to his wives Mikhal, Avigail, and Batsheva, and finally to Solomon, the late-born son who redeems his Lear-like old age. Brooks has an uncanny ability to hear and transform characters from history, and this beautifully written, unvarnished saga of faith, desire, family, ambition, betrayal, and power will enthrall her many fans.",Geraldine Brooks,3.65
The First Part Last,"Bobby's a classic urban teenager. He's restless. He's impulsive. But the thing that makes him different is this: He's going to be a father. His girlfriend, Nia, is pregnant, and their lives are about to change forever. Instead of spending time with friends, they'll be spending time with doctors, and next, diapers. They have options: keeping the baby, adoption. They want to do the right thing.
If only it was clear what the right thing was.",Angela           Johnson,3.97
Lot of 2 Little Golden Books: MGM's Tom and Jerry's Party 235 AND The Country Mouse and the City Mouse/The Fox and The Crow/The Dog and His Bone,,Western Publishing,0
The Invisible Gorilla: And Other Ways Our Intuitions Deceive Us,"Reading this book will make you less sure of yourself—and that’s a good thing. In The Invisible Gorilla, Christopher Chabris and Daniel Simons, creators of one of psychology’s most famous experiments, use remarkable stories and counterintuitive scientific findings to demonstrate an important truth: Our minds don’t work the way we think they do. We think we see ourselves and the world as they really are, but we’re actually missing a whole lot.

Again and again, we think we experience and understand the world as it is, but our thoughts are beset by everyday illusions. We write traffic laws and build criminal cases on the assumption that people will notice when something unusual happens right in front of them. We’re sure we know where we were on 9/11, falsely believing that vivid memories are seared into our minds with perfect fidelity. And as a society, we spend billions on devices to train our brains because we’re continually tempted by the lure of quick fixes and effortless self-improvement.
 
The Invisible Gorilla reveals the myriad ways that our intuitions can deceive us, but it’s much more than a catalog of human failings. Chabris and Simons explain why we succumb to these everyday illusions and what we can do to inoculate ourselves against their effects. Ultimately, the book provides a kind of x-ray vision into our own minds, making it possible to pierce the veil of illusions that clouds our thoughts and to think clearly for perhaps the first time.
 ",Christopher Chabris,3.91
Dark Star Safari: Overland from Cairo to Cape Town,"In Dark Star Safari the wittily observant and endearingly irascible Paul Theroux takes readers the length of Africa by rattletrap bus, dugout canoe, cattle truck, armed convoy, ferry, and train. In the course of his epic and enlightening journey, he endures danger, delay, and dismaying circumstances.

Gauging the state of affairs, he talks to Africans, aid workers, missionaries, and tourists. What results is an insightful mediation on the history, politics, and beauty of Africa and its people.

In a new postscript, Theroux recounts the dramatic events of a return to Africa to visit Zimbabwe.",Paul Theroux,3.99
Prior Bad Acts,"New York Times bestselling author Tami Hoag returns with a thriller that begins with a shocking crime scene you’ll never forget and follows two relentless detectives on a manhunt that ends in a chilling confrontation with the essence of human evil.

It was a crime so brutal, it changed the lives of even the most hardened homicide cops. The Haas family murders left a scar on the community nothing can erase, but everyone agrees that convicting the killer, Karl Dahl, is a start. Only Judge Carey Moore seems to be standing in the way. Her ruling that Dahl’s prior criminal record is inadmissible raises a public outcry—and puts the judge in grave danger.

When an unknown assailant attacks Judge Moore in a parking garage, two of Minneapolis’s top cops are called upon to solve the crime and keep the judge from further harm. Detective Sam Kovac is as hard-boiled as they come, and his wisecracking partner, Nikki Liska, isn’t far behind. Neither one wants to be on this case, but when Karl Dahl escapes from custody, everything changes, and a seemingly straightforward case cartwheels out of control.

The stakes go even higher when the judge is kidnapped—snatched out of her own bed even as the police sit outside, watching her house. Now Kovac and Liska must navigate through a maze of suspects that includes the stepson of a murder victim, a husband with a secret life, and a rogue cop looking for revenge where the justice system failed.

With no time to spare, the detectives are pulled down a strange dark trail of smoke and mirrors, where no one is who they seem and everyone is guilty of Prior Bad Acts .",Tami Hoag,4.11
A Different Blue,"Blue Echohawk doesn't know who she is. She doesn't know her real name or when she was born. Abandoned at two and raised by a drifter, she didn't attend school until she was ten years old. At nineteen, when most kids her age are attending college or moving on with life, she is just a senior in high school. With no mother, no father, no faith, and no future, Blue Echohawk is a difficult student, to say the least. Tough, hard and overtly sexy, she is the complete opposite of the young British teacher who decides he is up for the challenge, and takes the troublemaker under his wing.

This is the story of a nobody who becomes somebody. It is the story of an unlikely friendship, where hope fosters healing and redemption becomes love. But falling in love can be hard when you don't know who you are. Falling in love with someone who knows exactly who they are and exactly why they can't love you back might be impossible.",Amy Harmon,4.23
Crystal Singer,Another adventure filled fantasy by a master of the genre,Anne McCaffrey,4.13
Firestar's Quest,"An epic stand-alone adventure in Erin Hunter’s #1 nationally bestselling Warriors series! Set just after the events of  Warriors #6: The Darkest Hour,  this Super Edition follows the ThunderClan leader Firestar on a quest to uncover a long-forgotten truth. It is a time of peace between the warrior Clans, and all four are thriving. Then Firestar, leader of ThunderClan, discovers a terrible secret: the warrior ancestors of StarClan have lied to him. Firestar must embark on a perilous journey to right their wrong—and nothing will ever be the same again. Join the legion of fans who have discovered the epic adventures, fierce warrior cats, and thrilling fantasy world of the mega-bestselling Warriors series. This stand-alone entry is perfect for new readers and dedicated fans alike.  ",Erin Hunter,4.32
Downtown Owl,"Somewhere in North Dakota, there is a town called Owl that isn't there. Disco is over, but punk never happened. They don't have cable. They don't really have pop culture, unless you count grain prices and alcoholism. People work hard and then they die. They hate the government and impregnate teenage girls. But that's not nearly as awful as it sounds; in fact, sometimes it's perfect.

Mitch Hrlicka lives in Owl. He plays high school football and worries about his weirdness, or lack thereof. Julia Rabia just moved to Owl. She gets free booze and falls in love with a self-loathing bison farmer who listens to Goats Head Soup. Horace Jones has resided in Owl for seventy-three years. He consumes a lot of coffee, thinks about his dead wife, and understands the truth. They all know each other completely, except that they've never met.

Like a colder, Reagan-era version of The Last Picture Show fused with Friday Night Lights, Chuck Klosterman's Downtown Owl is the unpretentious, darkly comedic story of how it feels to exist in a community where rural mythology and violent reality are pretty much the same thing. Loaded with detail and unified by a (very real) blizzard, it's technically about certain people in a certain place at a certain time...but it's really about a problem. And the problem is this: What does it mean to be a normal person? And there is no answer. But in Downtown Owl, what matters more is how you ask the question.",Chuck Klosterman,3.57
The Assassin and the Underworld,"When the King of the Assassins gives Celaena Sardothien a special assignment that will help fight slavery in the kingdom, she jumps at the chance to strike a blow against an evil practice. The mission is a dark and deadly affair which takes Celaena from the rooftops of the city to the bottom of the sewer--and she doesn't like what she finds there.",Sarah J. Maas,4.34
The Year of the Flood,"The times and species have been changing at a rapid rate, and the social compact is wearing as thin as environmental stability. Adam One, the kindly leader of the God's Gardeners—a religion devoted to the melding of science and religion, as well as the preservation of all plant and animal life—has long predicted a natural disaster that will alter Earth as we know it. Now it has occurred, obliterating most human life. Two women have survived: Ren, a young trapeze dancer locked inside the high-end sex club Scales and Tails, and Toby, a God's Gardener barricaded inside a luxurious spa where many of the treatments are edible.

Have others survived? Ren's bioartist friend Amanda? Zeb, her eco-fighter stepfather? Her onetime lover, Jimmy? Or the murderous Painballers, survivors of the mutual-elimination Painball prison? Not to mention the shadowy, corrupt policing force of the ruling powers...

Meanwhile, gene-spliced life forms are proliferating: the lion/lamb blends, the Mo'hair sheep with human hair, the pigs with human brain tissue. As Adam One and his intrepid hemp-clad band make their way through this strange new world, Ren and Toby will have to decide on their next move. They can't stay locked away...

By turns dark, tender, violent, thoughtful, and uneasily hilarious, The Year of the Flood is Atwood at her most brilliant and inventive.",Margaret Atwood,4.06
If You Give a Cat a Cupcake,"
  ""If you give a cat a cupcake, he'll ask for some sprinkles to go with it...""
If you give a cat a cupcake, he'll ask for some sprinkles to go with it. When you give him the sprinkles, he might spill some on the floor. Cleaning up will make him hot, so you'll give him a bathing suit... and that's just the beginning.The lovable cat who first appeared in 
  'If You Give a Pig a Party' (2005)
 now has his very own book! Written in the tradition of the bestselling 'If You Give a Mouse a Cookie' (1985), Laura and Felicia's newest story will show everyone that Cat is where it's at!Fans of 
  'If You Give a Mouse a Cookie' (1985)
 will love this joyful new addition! This book is a great introduction to the 'If You Give...' Series, and also a perennial favorite among children. With its spare, rhythmic text and circular tale, 
  'If You Give a Cat a Cupcake' (2008)
 is perfect for beginning readers and story time. Sure to inspire giggles and requests to ""read it again!"" for years to come.Age: 4-8+Edition MSRP: US $16⁹⁹ / $21⁰⁰ CAN (ISBN 978-0-060-28324-7)Printed in the United States of America",Laura Joffe Numeroff,4.2
This Is Not My Hat,"When a tiny fish shoots into view wearing a round blue topper (which happens to fit him perfectly), trouble could be following close behind. So it's a good thing that enormous fish won't wake up. And even if he does, it's not like he'll ever know what happened...

Visual humor swims to the fore as the best-selling Jon Klassen follows his breakout debut with another deadpan-funny tale.",Jon Klassen,4.22
Antrax,"Brave explorers led by the last Druid, Walker Boh, traveled across unknown seas in search of an elusive magic. But now it seems that Walker and his team were lured there for sinister, unforeseen purposes. As the crew aboard the airship Jerle Shannara is being attacked by evil forces, the Druid's protege, Bek Rowe, and his companions are being pursued by the mysterious Ilse Witch. Meanwhile, Walker is alone, caught in a dark maze beneath the ruined city of Castledown, stalked by a hungry, unseen enemy. It is alive, but not human, coveting the magic of Druids, elves, even the Ilse Witch. It hunts men for its own designs. It is Antrax: a spirit that feeds off enchantment and traps the souls of men. And with it, the fate of the Four Lands hangs in the balance.",Terry Brooks,3.97
Star Wars: Darth Plagueis,"“Did you ever hear the Tragedy of Darth Plagueis the Wise? It’s a Sith legend. Darth Plagueis was a Dark Lord of the Sith, so powerful and so wise that he could use the Force to influence the midi-chlorians to create life. He had such a knowledge of the dark side that he could even keep the ones he cared about from dying.”
—Supreme Chancellor Palpatine, Star Wars: Episode III Revenge of the Sith

Darth Plagueis: one of the most brilliant Sith Lords who ever lived. Possessing power is all he desires. Losing it is the only thing he fears. As an apprentice, he embraces the ruthless ways of the Sith. And when the time is right, he destroys his Master--but vows never to suffer the same fate. For like no other disciple of the dark side, Darth Plagueis learns to command the ultimate power . . . over life and death.

Darth Sidious: Plagueis’s chosen apprentice. Under the guidance of his Master, he secretly studies the ways of the Sith, while publicly rising to power in the galactic government, first as Senator, then as Chancellor, and eventually as Emperor.

Darth Plagueis and Darth Sidious, Master and acolyte, target the galaxy for domination--and the Jedi Order for annihilation. But can they defy the merciless Sith tradition? Or will the desire of one to rule supreme, and the dream of the other to live forever, sow the seeds of their destruction?",James Luceno,4.15
I Will Teach You to Be Rich: No Guilt. No Excuses. No BS. Just a 6-Week Program That Works,"As seen on the new NETFLIX series! The groundbreaking NEW YORK TIMES and WALL STREET JOURNAL BESTSELLER that taught a generation how to earn more, save more, and live a rich life—now in a revised 2nd edition.
 
Buy as many lattes as you want. Choose the right accounts and investments so your money grows for you—automatically. Best of all, spend guilt-free on the things you love.
 
Personal finance expert Ramit Sethi has been called a “wealth wizard” by Forbes and the “new guru on the block” by Fortune . Now he’s updated and expanded his modern money classic for a new age, delivering a simple, powerful, no-BS 6-week program that just works.
 
I Will Teach You to Be Rich will show
• How to crush your debt and student loans faster than you thought possible
• How to set up no-fee, high-interest bank accounts that won’t gouge you for every penny
• How Ramit automates his finances so his money goes exactly where he wants it to—and how you can do it too
• How to talk your way out of late fees (with word-for-word scripts)
• How to save hundreds or even thousands per month (and still buy what you love)
• A set-it-and-forget-it investment strategy that’s dead simple and beats financial advisors at their own game
• How to handle buying a car or a house, paying for a wedding, having kids, and other big expenses—stress free
• The exact words to use to negotiate a big raise at work
 
Plus, this 10th anniversary edition features over 80 new pages,
• New tools
• New insights on money and psychology
• Amazing stories of how previous readers used the book to create their rich lives
 
Master your money—and then get on with your life.

 ",Ramit Sethi,4.17
Sailing Alone Around the Room: New and Selected Poems,"Sailing Alone Around the Room, by America’s Poet Laureate, Billy Collins, contains both new poems and a generous gathering from his earlier collections The Apple That Astonished Paris, Questions About Angels, The Art of Drowning, and Picnic, Lightning. These poems show Collins at his best, performing the kinds of distinctive poetic maneuvers that have delighted and fascinated so many readers. They may begin in curiosity and end in grief; they may start with irony and end with lyric transformation; they may, and often do, begin with the everyday and end in the infinite. Possessed of a unique voice that is at once plain and melodic, Billy Collins has managed to enrich American poetry while greatly widening the circle of its audience.",Billy Collins,4.23
"The Rainbow Comes and Goes: A Mother and Son on Life, Love, and Loss","A touching and intimate correspondence between Anderson Cooper and his mother, Gloria Vanderbilt, offering timeless wisdom and a revealing glimpse into their lives.

Though Anderson Cooper has always considered himself close to his mother, his intensely busy career as a journalist for CNN and CBS affords him little time to spend with her. After she suffers a brief but serious illness at the age of ninety-one, they resolve to change their relationship by beginning a year-long conversation unlike any they had ever had before. The result is a correspondence of surprising honesty and depth in which they discuss their lives, the things that matter to them, and what they still want to learn about each other.

Both a son’s love letter to his mother and an unconventional mom’s life lessons for her grown son, The Rainbow Comes and Goes offers a rare window into their close relationship and fascinating life stories, including their tragedies and triumphs. In these often humorous and moving exchanges, they share their most private thoughts and the hard-earned truths they’ve learned along the way. In their words their distinctive personalities shine through—Anderson’s journalistic outlook on the world is a sharp contrast to his mother’s idealism and unwavering optimism.

An appealing memoir with inspirational advice, The Rainbow Comes and Goes is a beautiful and affectionate celebration of the universal bond between a parent and a child, and a thoughtful reflection on life, reminding us of the precious insight that remains to be shared, no matter our age.",Anderson Cooper,3.9
Radiant Angel,"After a showdown with the notorious Yemeni terrorist known as The Panther, John Corey has left the Anti-Terrorist Task Force and returned home to New York City, taking a job with the Diplomatic Surveillance Group. Although Corey's new assignment with the DSG - surveilling Russian diplomats working at the U.N. Mission - is thought to be ""a quiet end,"" he is more than happy to be out from under the thumb of the FBI and free from the bureaucracy of office life.

But Corey realizes something the U.S. government doesn't: The all-too-real threat of a newly resurgent Russia.

When Vasily Petrov, a colonel in the Russian Foreign Intelligence Service posing as a diplomat with the Russian U.N. Mission, mysteriously disappears from a Russian oligarch's party in Southampton, it's up to Corey to track him down. What are the Russians up to and why? Is there a possible nuclear threat, a so-called radiant angel? Will Corey find Petrov and put a stop to whatever he has planned before it's too late? Or will Corey finally be outrun and outsmarted, with America facing the prospect of a crippling attack unlike anything it's ever seen before?

Prescient and chilling. DeMille's new novel takes us into the heart of a new Cold War with a clock-ticking plot that has Manhattan in its crosshairs.",Nelson DeMille,3.94
Underground Airlines,"A young black man calling himself Victor has struck a bargain with federal law enforcement, working as a bounty hunter for the US Marshall Service in exchange for his freedom. He's got plenty of work. In this version of America, slavery continues in four states called ""the Hard Four."" On the trail of a runaway known as Jackdaw, Victor arrives in Indianapolis knowing that something isn't right--with the case file, with his work, and with the country itself.
As he works to infiltrate the local cell of a abolitionist movement called the Underground Airlines, tracking Jackdaw through the back rooms of churches, empty parking garages, hotels, and medical offices, Victor believes he's hot on the trail. But his strange, increasingly uncanny pursuit is complicated by a boss who won't reveal the extraordinary stakes of Jackdaw's case, as well as by a heartbreaking young woman and her child--who may be Victor's salvation.
Victor believes himself to be a good man doing bad work, unwilling to give up the freedom he has worked so hard to earn. But in pursuing Jackdaw, Victor discovers secrets at the core of the country's arrangement with the Hard Four, secrets the government will preserve at any cost.
Underground Airlines is a ground-breaking novel, a wickedly imaginative thriller, and a story of an America that is more like our own than we'd like to believe.",Ben H. Winters,3.82
The Queen's Poisoner,"King Severn Argentine’s fearsome reputation precedes him: usurper of the throne, killer of rightful heirs, ruthless punisher of traitors. Attempting to depose him, the Duke of Kiskaddon gambles…and loses. Now the duke must atone by handing over his young son, Owen, as the king’s hostage. And should his loyalty falter again, the boy will pay with his life.

Seeking allies and eluding Severn’s spies, Owen learns to survive in the court of Kingfountain. But when new evidence of his father’s betrayal threatens to seal his fate, Owen must win the vengeful king’s favor by proving his worth—through extraordinary means. And only one person can aid his desperate cause: a mysterious woman, dwelling in secrecy, who truly wields power over life, death, and destiny.",Jeff Wheeler,4.13
Into the Drowning Deep,"Seven years ago, the Atargatis set off on a voyage to the Mariana Trench to film a “mockumentary” bringing to life ancient sea creatures of legend. It was lost at sea with all hands. Some have called it a hoax; others have called it a maritime tragedy.

Now, a new crew has been assembled. But this time they’re not out to entertain. Some seek to validate their life’s work. Some seek the greatest hunt of all. Some seek the truth. But for the ambitious young scientist Victoria Stewart this is a voyage to uncover the fate of the sister she lost.

Whatever the truth may be, it will only be found below the waves. But the secrets of the deep come with a price.",Mira Grant,3.97
Raven Black,"Winner of Britain’s coveted Duncan Lawrie Dagger Award, Ann Cleeves introduces a dazzling new suspense series to mystery readers.

Raven Black begins on New Year’s Eve with a lonely outcast named Magnus Tait, who stays home waiting for visitors who never come. But the next morning the body of a murdered teenage girl is discovered nearby, and suspicion falls on Magnus. Inspector Jimmy Perez enters an investigative maze that leads deeper into the past of the Shetland Islands than anyone wants to go.",Ann Cleeves,3.95
Rejoice,"How will Brooke handle the greatest challenge of her life?

A Terrible Tragedy
Brooke and Peter are struggling in their marriage when they are faced with the single worst moment ever. What was supposed to be a pool party for their two daughters and a handful of children ends in disaster. As three-year-old Hayley fights for her life, the Baxter family draws together, not even sure how to pray.

A Shattered Life
Peter is devastated by Hayley’s accident. Unable to see past his own guilt, he distances himself from Brooke and their girls and finds other ways to ease his pain. Illegal ways. Peter’s choices send him spiraling into a cavernous abyss that threatens to destroy not only his relationship with Brooke but his life.

A Reason to Rejoice
Against the backdrop of great pain and loss, a Baxter wedding takes place in New York City, a wedding that gives all of them a reason to smile again. Now, what will it take for Brooke and the Baxters to move forward, and how will the sudden loss of one special woman change them all?

A story of unspeakable loss and the overwhelming miracle of new life",Karen Kingsbury,4.43
Mirror Dance,"THE CLONED STRANGERS
Not everyone would envy young Lord Miles Naismith Vorkosigan, even though he had formed his own mercenary fleet before attending the naval academy, and even though his mother was the beautiful Cordelia, the ship captain who has taught the Lords of Barrayar much about the perils of sexism. Even the fact that Miles is third in line to the throne and personally owns a major chunk of his home planet would not tempt any normal person to change places with him.

When assassins came to rid the world of his father, his mother, pregnant with Miles, was in the line of fire, and Miles was but an egg for the omelet in an all too literal sense. Thanks to heroic medical intervention, Miles survived his near fatal brush with war gas-as a pain-filled dwarf with bones as weak and brittle as some malign composite of chalk and glass. Miles is often mistaken for a mutant by his mutant loathing countrymen.

But there is one who does envy him, who wants to be him: his brother, his cloned stranger formed from tissue stolen from Miles when he was a child. For Mark Vorkosigan was created and raised up for only one purpose: to become Miles, to murder and replace him. In Brothers in Arms that conspiracy was routed and Mark made more or less compliant to his new Miles-less fate. But in the intervening years Mark has learned that without Miles he is . . . nothing. The new and better Mark doesn't really want to kill his brother, but still it may come to that: Mark to stay, Miles to go. . . .",Lois McMaster Bujold,4.31
Physics of the Future: How Science Will Shape Human Destiny and Our Daily Lives by the Year 2100,"Imagine, if you can, the world in the year 2100.

In Physics of the Future, Michio Kaku—the New York Times bestselling author of Physics of the Impossible—gives us a stunning, provocative, and exhilarating vision of the coming century based on interviews with over three hundred of the world's top scientists who are already inventing the future in their labs. The result is the most authoritative and scientifically accurate description of the revolutionary developments taking place in medicine, computers, artificial intelligence, nanotechnology, energy production, and astronautics.

In all likelihood, by 2100 we will control computers via tiny brain sensors and, like magicians, move objects around with the power of our minds. Artificial intelligence will be dispersed throughout the environment, and Internet-enabled contact lenses will allow us to access the world's information base or conjure up any image we desire in the blink of an eye.

Meanwhile, cars will drive themselves using GPS, and if room-temperature superconductors are discovered, vehicles will effortlessly fly on a cushion of air, coasting on powerful magnetic fields and ushering in the age of magnetism.

Using molecular medicine, scientists will be able to grow almost every organ of the body and cure genetic diseases. Millions of tiny DNA sensors and nanoparticles patrolling our blood cells will silently scan our bodies for the first sign of illness, while rapid advances in genetic research will enable us to slow down or maybe even reverse the aging process, allowing human life spans to increase dramatically.

In space, radically new ships—needle-sized vessels using laser propulsion—could replace the expensive chemical rockets of today and perhaps visit nearby stars. Advances in nanotechnology may lead to the fabled space elevator, which would propel humans hundreds of miles above the earth's atmosphere at the push of a button.

But these astonishing revelations are only the tip of the iceberg. Kaku also discusses emotional robots, antimatter rockets, X-ray vision, and the ability to create new life-forms, and he considers the development of the world economy. He addresses the key questions: Who are the winner and losers of the future? Who will have jobs, and which nations will prosper?

All the while, Kaku illuminates the rigorous scientific principles, examining the rate at which certain technologies are likely to mature, how far they can advance, and what their ultimate limitations and hazards are. Synthesizing a vast amount of information to construct an exciting look at the years leading up to 2100, Physics of the Future is a thrilling, wondrous ride through the next 100 years of breathtaking scientific revolution. (From the Hardcover Edition)

(Duration: 15:39:15)",Michio Kaku,4
Infamous,"The world has fallen in love with Nick Gautier and the Dark-Hunters.

Now Nick’s saga continues in the next eagerly anticipated volume...

Go to school. Get good grades. Stay out of trouble. That’s the mandate for most kids. But Nick Gautier isn’t the average teenager. He’s a boy with a destiny not even he fully understands. And his first mandate is to stay alive while everyone, even his own father, tries to kill him.

He’s learned to annihilate zombies and raise the dead, divination and clairvoyance, so why is learning to drive and keep a girlfriend so dang hard? But that isn’t the primary skill he has to master. Survival is.

And in order to survive, his next lesson makes all the others pale in comparison. He is on the brink of becoming either the greatest hero mankind has ever known.

Or he’ll be the one who ends the world. With enemies new and old gathering forces, he will have to call on every part of himself to fight or he’ll lose everyone he cares about.

Even himself.",Sherrilyn Kenyon,4.34
Agnes and the Hitman,"Take one food writer named Cranky Agnes, add a hitman named Shane, mix them together with a Southern mob wedding, a missing necklace, two annoyed flamingos, and a dog named Rhett and you've got a recipe for a sexy, hilarious novel about the disastrous side of true love…

Agnes Crandall's life goes awry when a dognapper invades her kitchen one night, seriously hampering her attempts to put on a wedding that she's staked her entire net worth on.  Then a hero climbs through her bedroom window.  His name is Shane, no last name, just Shane, and he has his own problems:  he's got a big hit scheduled, a rival trying to take him out, and an ex-mobster uncle asking him to protect some little kid named Agnes.  When he finds out that Agnes isn't so little, his uncle has forgotten to mention a missing five million bucks he might have lost in Agnes's house, and his last hit was a miss, Shane's life isn't looking so good, either.  Then a bunch of lowlifes come looking for the money, a string of hit men show up for Agnes, and some wedding guests gather with intent to throw more than rice.  Agnes and Shane have their hands full with greed, florists, treachery, flamingos, mayhem, mothers of the bride, and--most dangerous of all--each other.  Agnes and the Hitman is the perfect combination of sugar and spice, sweet and salty--a novel of delicious proportions.",Jennifer Crusie,3.95
The Naturals,"Seventeen-year-old Cassie is a natural at reading people. Piecing together the tiniest details, she can tell you who you are and what you want. But it’s not a skill that she’s ever taken seriously. That is, until the FBI come knocking: they’ve begun a classified program that uses exceptional teenagers to crack infamous cold cases, and they need Cassie.

What Cassie doesn’t realize is that there’s more at risk than a few unsolved homicides—especially when she’s sent to live with a group of teens whose gifts are as unusual as her own. Sarcastic, privileged Michael has a knack for reading emotions, which he uses to get inside Cassie’s head—and under her skin. Brooding Dean shares Cassie’s gift for profiling, but keeps her at arm’s length.

Soon, it becomes clear that no one in the Naturals program is what they seem. And when a new killer strikes, danger looms closer than Cassie could ever have imagined. Caught in a lethal game of cat and mouse with a killer, the Naturals are going to have to use all of their gifts just to survive.",Jennifer Lynn Barnes,4.19
Having Our Say: The Delany Sisters' First 100 Years,"In their 200+ combined years, Sadie and Bessie Delany have seen it all. They saw their father, who was born into slavery, become America's first black Episcopal bishop. They saw their mother--a woman of mixed racial parentage who was born free--give birth to ten children, all of whom would become college-educated, successful professionals in a time when blacks could scarcely expect to receive a high school diploma. They saw the post-Reconstruction South, the Jim Crow laws, Harlem's Golden Age, and the Civil Rights movement--and, in their own feisty, wise, inimitable way, they've got a lot to say about it.More than a firsthand account of black American history, ""Having Our Say"" teaches us about surviving, thriving, and embracing life, no matter what obstacles are in our way.",Sarah L. Delany,4.17
Logicomix: An Epic Search for Truth,"An innovative, dramatic graphic novel about the treacherous pursuit of the foundations of mathematics.
This graphic novel recounts the spiritual odyssey of philosopher Bertrand Russell. In his agonized search for absolute truth, he crosses paths with thinkers like Gottlob Frege, David Hilbert & Kurt Gödel, & finds a passionate student in Ludwig Wittgenstein. But his most ambitious goal—to establish unshakable logical foundations of mathematics—continues to loom before him. Thru love & hate, peace & war, he persists in the mission threatening to claim both his career & happiness, finally driving him to the brink of insanity.
This story is at the same time a historical novel & an accessible explication of some of the biggest ideas of mathematics & modern philosophy. With rich characterizations & atmospheric artwork, it spins the pursuit of such ideas into a satisfying tale.
 Probing, layered, the book throws light on Russell’s inner struggles while setting them in the context of the timeless questions he tried to answer. At its heart, Logicomix is a story about the conflict between ideal rationality & the flawed fabric of reality.",Apostolos Doxiadis,4.05
